Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2021-07-08 04:45:00,185.71.83.72,222.63.235.141,38262,43200,UDP,1281,Control,HTTP,Ipsum quos quasi officiis. Sint aut recusandae voluptate iste harum ut commodi.,IoC Detected,3.23,,Malware,Known Pattern B,Ignored,Low,Kiaan Thaman,Opera/8.29.(X11; Linux x86_64; pap-CW) Presto/2.9.170 Version/10.00,Segment C,"Gopalpur, Mizoram",171.72.200.63,,,Server
2023-04-04 15:29:12,75.122.76.211,181.122.48.255,57954,6817,ICMP,1323,Control,DNS,"Sunt perspiciatis occaecati quos doloribus. Harum harum eaque labore perspiciatis odio. Suscipit fuga nostrum modi tempore.
Nemo mollitia quasi corrupti optio.",IoC Detected,55.87,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Manikya Dora,Mozilla/5.0 (Android 5.0; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0,Segment A,"Secunderabad, Telangana",,Log Data,Alert Data,Server
2020-02-24 01:21:08,24.203.143.137,189.231.25.117,7659,24663,TCP,321,Data,DNS,Velit necessitatibus minima molestias incidunt. Corporis esse tempore animi.,IoC Detected,19.92,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Shamik Gade,Mozilla/5.0 (Android 4.1.2; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,Segment B,"Singrauli, Kerala",84.9.62.125,Log Data,Alert Data,Server
2022-10-18 22:24:49,111.217.104.253,64.28.199.69,38993,33680,UDP,1253,Control,HTTP,Perferendis doloremque molestiae cupiditate mollitia quibusdam ut. Itaque aliquam molestiae officia incidunt laboriosam. Atque eligendi quibusdam pariatur.,IoC Detected,92.5,,Malware,Known Pattern B,Blocked,Medium,Ritvik Khanna,"Mozilla/5.0 (Linux; Android 5.0.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/32.0.839.0 Safari/531.0",Segment C,"Mumbai, Haryana",,,Alert Data,Firewall
2020-06-27 21:12:38,116.220.138.178,6.84.196.241,59194,43643,UDP,1064,Data,DNS,Corrupti dolorum id molestiae rem tempora corrupti. Cum iure dicta doloribus eveniet deserunt.,IoC Detected,21.93,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Tarini Joshi,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Segment A,"Silchar, Telangana",,,,Firewall
2022-12-03 17:49:00,15.174.163.84,30.134.5.76,22013,27013,TCP,1093,Control,HTTP,"Nostrum itaque deserunt. Quod quia eligendi non ipsa nihil sint commodi.
Animi delectus nulla aspernatur ipsa. Explicabo explicabo beatae delectus delectus doloremque.",,63.32,,DDoS,Known Pattern B,Ignored,Low,Heer Shankar,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),Segment B,"Surendranagar Dudhrej, Bihar",7.194.74.53,Log Data,,Server
2020-10-02 10:39:51,103.39.236.230,18.15.189.243,28075,59172,TCP,271,Control,DNS,"Alias repudiandae exercitationem provident. Magnam suscipit eius animi laborum ipsam neque molestiae.
Natus ipsam recusandae delectus quisquam. Eaque perspiciatis facilis cupiditate et libero.",IoC Detected,51.57,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Kashvi Kannan,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_6) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/59.0.833.0 Safari/535.2",Segment B,"South Dumdum, Goa",,,Alert Data,Server
2023-06-15 05:54:30,66.35.186.28,67.118.194.45,39056,31661,ICMP,1134,Control,HTTP,"Aliquid doloribus eos delectus consequuntur.
Nesciunt atque corrupti. Dolorem esse amet dolores magnam.
Debitis ab quod ratione debitis corporis. Cupiditate debitis ipsum sed nemo laborum.",,45.74,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Yakshit Kumer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),Segment B,"Bathinda, Manipur",64.57.20.225,,Alert Data,Firewall
2020-03-19 13:27:51,210.85.7.235,168.56.201.237,59666,30415,ICMP,189,Data,FTP,Excepturi repellat sit. Laboriosam soluta eligendi illum consequuntur enim doloremque tempore. Id harum at eaque.,,73.99,,Intrusion,Known Pattern A,Blocked,Low,Ayesha Setty,Mozilla/5.0 (Windows NT 5.1; kw-GB; rv:1.9.2.20) Gecko/8865-09-27 12:25:45 Firefox/3.8,Segment A,"Rewa, Mizoram",,,Alert Data,Server
2023-07-18 21:51:20,119.135.212.202,43.241.198.43,44589,56922,UDP,1148,Control,DNS,"Saepe dignissimos reiciendis harum. Dolores beatae occaecati deleniti asperiores architecto.
Id sequi nihil eveniet. Occaecati ipsa blanditiis laudantium odit sed autem.",,47.81,,Intrusion,Known Pattern B,Logged,Low,Anika Viswanathan,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/23.0.849.0 Safari/531.1",Segment A,"Naihati, Jharkhand",,,,Server
2020-03-18 04:58:55,184.206.206.71,145.254.173.181,23136,9603,UDP,520,Data,HTTP,Ratione ipsum repellat quam ratione quam beatae possimus. Ipsum quidem necessitatibus veniam temporibus architecto. Minima minus corrupti in velit unde ex.,,91.61,Alert Triggered,Malware,Known Pattern B,Logged,High,Rasha Viswanathan,Opera/8.30.(Windows NT 5.01; hi-IN) Presto/2.9.180 Version/10.00,Segment A,"Guntakal, Gujarat",,,Alert Data,Firewall
2021-05-02 17:55:14,104.22.128.141,38.250.67.251,9321,6995,TCP,468,Data,DNS,Repudiandae magnam eius omnis perspiciatis ipsa nobis deserunt. Quas minima autem sunt eligendi placeat quisquam.,IoC Detected,21.63,,Intrusion,Known Pattern A,Logged,Medium,Divij Shenoy,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/21.0.847.0 Safari/534.0",Segment A,"Chittoor, Bihar",22.160.160.100,,Alert Data,Server
2022-07-23 16:27:48,42.253.29.17,9.54.246.169,40861,24488,TCP,814,Data,FTP,"Perspiciatis earum similique quae ducimus. Dolor quo illum rerum modi tempore. Tempora eaque sapiente ullam rem.
Molestias vel officia beatae provident maiores. Earum quo in alias cumque.",IoC Detected,28.91,,DDoS,Known Pattern A,Blocked,High,Tara Contractor,Mozilla/5.0 (Android 3.2.3; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,Segment C,"Sambhal, Karnataka",,,,Firewall
2020-09-10 16:56:20,32.160.136.228,21.12.179.99,58189,7272,TCP,1447,Control,HTTP,Dicta quaerat quos assumenda eligendi eaque rem. Doloribus eveniet perspiciatis repellendus beatae non delectus. Quo voluptate saepe accusamus dolor quasi ad. Quo eos est esse magnam eum quas.,,88.99,,Malware,Known Pattern A,Logged,Low,Tejas Sagar,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.24.2 (KHTML, like Gecko) Version/4.0.3 Safari/534.24.2",Segment B,"Karnal, Andhra Pradesh",215.114.244.138,,Alert Data,Firewall
2022-08-06 04:35:22,168.136.179.213,59.199.59.141,36438,37990,TCP,684,Data,DNS,Nobis repellendus commodi modi in ipsa veniam. Iure nisi exercitationem autem similique expedita blanditiis. Repudiandae doloremque praesentium voluptas. Non omnis rem.,,92.55,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Ishita Bhasin,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.29.6 (KHTML, like Gecko) Version/4.1 Safari/534.29.6",Segment B,"Dehradun, Tamil Nadu",81.62.46.70,,,Firewall
2023-09-29 23:42:06,39.60.1.97,162.97.100.81,33987,33529,TCP,272,Control,DNS,Nostrum fugiat ullam maxime aperiam eius. Pariatur officia officia earum. Reprehenderit neque dicta est fugiat nam aspernatur. Ex officiis nesciunt voluptate consectetur corporis autem.,,66.47,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Umang Balan,Opera/9.76.(X11; Linux i686; fa-IR) Presto/2.9.184 Version/10.00,Segment B,"Jorhat, Tripura",,Log Data,,Server
2021-02-11 05:03:54,194.217.212.89,109.229.114.17,11254,51188,TCP,72,Control,DNS,Eius assumenda in quisquam molestias. Ratione ipsum suscipit tempora aliquam. Nobis iusto corporis.,,55.12,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Madhup Bhasin,Mozilla/5.0 (Android 4.2; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,Segment C,"Jammu, Nagaland",,,Alert Data,Server
2021-01-14 12:24:51,90.41.174.126,91.228.1.134,26089,18700,UDP,945,Control,DNS,"Debitis doloremque dolorum. Magnam facere odit ratione rem eaque.
Consequatur molestiae libero fuga.",IoC Detected,84.95,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Vedika Deol,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/43.0.854.0 Safari/532.1",Segment B,"Jalgaon, Arunachal Pradesh",124.17.116.181,Log Data,Alert Data,Server
2021-04-12 22:30:34,49.27.140.119,214.227.208.59,1126,38623,TCP,1347,Data,DNS,"Totam tenetur debitis molestiae hic eius. Numquam laboriosam magnam accusantium. Magnam magni quidem id unde qui.
Vero fugit magnam. Alias nam pariatur molestiae dignissimos occaecati eum.",,88.15,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Vihaan Mani,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_1 rv:6.0; da-DK) AppleWebKit/532.13.2 (KHTML, like Gecko) Version/5.0.3 Safari/532.13.2",Segment C,"Rewa, West Bengal",,,Alert Data,Firewall
2021-02-12 16:49:06,108.208.23.183,110.32.101.131,53561,31888,UDP,433,Control,HTTP,"Maxime ex officia. Repellendus ratione ullam quisquam officiis. Voluptatum fugiat in aperiam aperiam.
Illum similique aut consequatur quibusdam laborum voluptate.",,35.58,,Intrusion,Known Pattern B,Ignored,High,Anika Dugal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8 rv:6.0; mi-NZ) AppleWebKit/533.25.3 (KHTML, like Gecko) Version/5.0.5 Safari/533.25.3",Segment A,"Burhanpur, Himachal Pradesh",,Log Data,,Server
2021-12-31 17:57:20,146.63.248.126,126.94.158.129,5835,11501,ICMP,1058,Data,HTTP,Iste fugiat reprehenderit sunt dolore laudantium nobis. Iste corporis atque ad ea.,IoC Detected,84.85,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Saira Sridhar,Mozilla/5.0 (Android 4.4; Mobile; rv:52.0) Gecko/52.0 Firefox/52.0,Segment B,"Jamalpur, Telangana",38.107.63.19,Log Data,,Firewall
2023-04-21 16:26:46,117.47.242.38,7.202.243.178,44360,13202,UDP,1449,Control,DNS,Enim molestiae enim soluta non sapiente. Quo exercitationem dolorem aliquid nesciunt sit ipsum. Eum accusamus nam sed ipsum.,IoC Detected,1.96,,Malware,Known Pattern B,Blocked,Medium,Ishaan Doshi,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/13.0.890.0 Safari/532.2",Segment A,"Bhagalpur, Himachal Pradesh",164.18.29.118,,,Server
2021-11-08 18:34:54,38.254.244.119,160.230.126.247,8469,19181,UDP,1195,Control,FTP,Similique aperiam amet maiores itaque ipsam laudantium. Beatae atque eligendi laboriosam ullam facilis.,,20.46,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Misha Sehgal,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.1),Segment C,"Firozabad, Tripura",81.163.71.0,Log Data,,Server
2020-05-26 18:01:26,144.83.86.11,71.123.125.202,53201,51109,ICMP,493,Control,HTTP,Tempora modi porro temporibus. Fuga dolor magni. Accusantium dicta qui doloribus dicta iste aperiam.,IoC Detected,11.9,,DDoS,Known Pattern A,Blocked,Medium,Piya Bawa,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/51.0.829.0 Safari/532.1",Segment B,"Bongaigaon, Bihar",,,,Server
2022-01-17 10:23:31,89.147.95.188,130.242.180.209,58459,32073,UDP,1448,Data,DNS,Saepe debitis dicta quaerat rem asperiores cupiditate. Nostrum dignissimos dolor aliquid. In ad doloremque porro perferendis deleniti esse enim.,,8.22,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Lavanya Toor,"Mozilla/5.0 (Windows 98) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/28.0.830.0 Safari/535.1",Segment B,"Loni, Maharashtra",,Log Data,,Firewall
2022-04-22 16:25:40,150.226.34.218,87.73.102.167,45607,44346,UDP,750,Data,DNS,Necessitatibus repellendus placeat quasi mollitia dolorum placeat. Nihil facere vero vel porro earum labore. Temporibus alias sequi excepturi delectus.,IoC Detected,51.97,,DDoS,Known Pattern A,Ignored,Low,Neelofar Boase,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.0),Segment A,"Arrah, Andhra Pradesh",,Log Data,Alert Data,Server
2021-02-27 04:59:04,129.86.13.0,48.47.58.36,45776,5103,UDP,936,Control,DNS,Architecto quas quisquam nesciunt. Quo omnis beatae exercitationem doloribus porro.,IoC Detected,86.48,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Dharmajan Chaudhuri,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/29.0.803.0 Safari/533.0",Segment B,"Bhind, Maharashtra",,Log Data,,Server
2022-02-27 15:32:24,8.231.15.222,197.115.249.186,45136,44941,ICMP,281,Control,DNS,"Excepturi occaecati voluptatum voluptatem. Nisi et minus error.
Quos quis ab omnis. Praesentium temporibus ab animi ab eius magni porro.",,96.22,Alert Triggered,DDoS,Known Pattern B,Logged,High,Mohanlal Balay,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1),Segment A,"Kota, Arunachal Pradesh",,Log Data,,Firewall
2021-05-26 06:10:35,61.199.74.68,83.130.245.20,11232,61106,UDP,1208,Control,FTP,Sint distinctio repellendus quia velit rerum et nam. Atque tenetur voluptate placeat commodi.,IoC Detected,76.32,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Jivika Sama,"Mozilla/5.0 (Windows 98) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/48.0.896.0 Safari/536.0",Segment A,"Sri Ganganagar, Himachal Pradesh",,,Alert Data,Firewall
2020-01-25 02:39:21,205.31.18.178,50.250.118.92,25270,21718,ICMP,850,Control,FTP,Quidem ipsa enim commodi. Fugit nihil hic quaerat quos voluptatem cumque. Fugiat explicabo assumenda sunt velit iste.,,14.69,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Uthkarsh Walia,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/61.0.841.0 Safari/533.0",Segment A,"Ramgarh, Gujarat",105.43.220.42,,,Server
2021-01-21 03:15:01,36.113.21.86,60.171.204.13,3041,50143,UDP,261,Data,FTP,"Tenetur voluptates dolore necessitatibus velit culpa. Saepe ipsam at laudantium quidem.
Inventore delectus est. Quos odit ratione. Iure illo doloremque inventore incidunt.",IoC Detected,34.33,,DDoS,Known Pattern B,Logged,Low,Aarna Bhatt,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7425-02-26 07:29:31 Firefox/3.6.20,Segment B,"Udupi, Punjab",,Log Data,Alert Data,Server
2023-05-12 23:51:56,76.203.59.0,205.108.138.10,19063,47466,UDP,346,Data,DNS,"Quae recusandae eveniet modi ratione. Fugiat voluptas occaecati itaque explicabo.
Ratione velit natus fugit. Eaque quisquam incidunt ex ipsam dignissimos.",,33.91,,DDoS,Known Pattern A,Ignored,High,Kimaya Vyas,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8736-03-20 08:25:16 Firefox/3.6.9,Segment B,"Anantapur, Chhattisgarh",,Log Data,Alert Data,Firewall
2020-03-20 12:16:22,188.175.20.207,118.157.114.253,49949,38763,UDP,672,Data,HTTP,Non accusamus quae at at ipsam placeat. Error quas explicabo aliquam.,,11.48,Alert Triggered,Malware,Known Pattern A,Blocked,High,Indrajit Date,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; bem-ZM) AppleWebKit/534.34.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.34.7",Segment C,"Gwalior, Tamil Nadu",179.77.90.135,Log Data,,Firewall
2020-09-26 10:57:39,212.109.11.46,107.49.218.197,20873,19451,UDP,1017,Control,FTP,"Similique ullam minus quam. Eligendi eligendi optio ipsa.
Atque magnam est ea aliquam suscipit. Ex unde velit adipisci nulla ex iste.",IoC Detected,30.44,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Ivan Raju,Opera/8.81.(Windows 98; Win 9x 4.90; ln-CD) Presto/2.9.173 Version/11.00,Segment A,"Gandhidham, Telangana",177.236.23.139,,Alert Data,Firewall
2020-12-24 14:03:22,131.108.213.20,177.78.157.241,6338,37725,UDP,317,Control,FTP,Voluptates quod labore beatae excepturi. Esse earum exercitationem fugit molestias.,,22.84,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Devansh Korpal,Mozilla/5.0 (Windows NT 6.0; brx-IN; rv:1.9.2.20) Gecko/6820-02-25 00:57:16 Firefox/3.8,Segment B,"Karimnagar, Gujarat",,,Alert Data,Server
2023-05-08 09:47:30,175.121.224.0,86.123.169.40,25878,63552,TCP,1195,Control,HTTP,Architecto repellat animi quod quidem sint aperiam. Esse unde veniam quos magnam eos.,,97.25,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Himmat Kara,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_8; rv:1.9.3.20) Gecko/9862-06-27 03:21:54 Firefox/3.6.9,Segment C,"Sikar, Manipur",,,,Server
2023-01-05 17:02:07,125.32.151.34,221.77.129.254,35860,3589,ICMP,483,Data,HTTP,"In quasi dolores eligendi. Delectus sit nulla pariatur maiores. Libero repellat hic accusantium.
Sapiente ullam sit expedita quos asperiores iure. Culpa quae eveniet.",,28.28,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Mahika Dhawan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),Segment A,"Tezpur, Kerala",21.216.176.194,Log Data,Alert Data,Server
2023-03-18 00:15:27,91.6.224.124,136.61.70.61,10029,48960,UDP,935,Control,FTP,Quidem omnis suscipit labore facere quae assumenda. Soluta eligendi voluptatum non commodi minus fugiat.,IoC Detected,17.75,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Kanav Sunder,Opera/8.89.(X11; Linux i686; iw-IL) Presto/2.9.162 Version/12.00,Segment C,"Aizawl, Madhya Pradesh",129.225.66.128,Log Data,Alert Data,Server
2021-06-11 16:35:37,81.172.180.245,191.44.188.173,63750,28590,UDP,1266,Data,DNS,"Officia at explicabo maiores aperiam. Tempore possimus alias neque illum sint.
Perspiciatis laborum modi ullam voluptatem quia. Aspernatur eius excepturi qui aliquid. Incidunt maxime expedita.",IoC Detected,95.54,,Intrusion,Known Pattern A,Ignored,Low,Reyansh Basak,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; unm-US) AppleWebKit/531.27.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.27.1",Segment A,"Sirsa, Andhra Pradesh",,Log Data,Alert Data,Firewall
2021-11-22 09:07:46,65.166.207.4,142.105.244.48,64524,52528,ICMP,569,Data,HTTP,Voluptate ad suscipit ad dolore. Possimus explicabo unde. Iste quas nostrum reprehenderit iure ad.,IoC Detected,96.36,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Nishith Sha,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),Segment B,"Ahmednagar, Manipur",155.65.57.125,,Alert Data,Server
2023-03-06 19:14:41,67.230.131.87,97.120.174.134,21218,32376,UDP,917,Data,HTTP,Adipisci perferendis error libero quasi asperiores quis illo. Molestiae hic asperiores nostrum consequatur autem amet placeat. Placeat iure tempora voluptate reprehenderit.,IoC Detected,89.52,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Kaira Madan,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),Segment B,"Meerut, Punjab",,Log Data,,Server
2022-05-27 04:56:10,87.32.141.122,191.151.16.53,4134,57178,ICMP,542,Control,HTTP,Itaque aut distinctio quod. Sapiente magnam laboriosam voluptate consectetur vel.,,34.06,,Intrusion,Known Pattern B,Logged,High,Jivin Mahal,Mozilla/5.0 (Android 4.0.3; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0,Segment B,"Salem, West Bengal",16.157.117.144,,Alert Data,Server
2022-04-13 12:25:43,159.19.153.12,122.76.7.68,13074,34911,ICMP,994,Data,DNS,Assumenda fugit ea libero quas. Quibusdam quia dolorum rerum distinctio omnis. Nemo doloremque id officiis quaerat.,IoC Detected,1.82,,Malware,Known Pattern B,Blocked,Medium,Kartik Amble,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/13.1x6251.0 Mobile/17B333 Safari/533.0",Segment C,"Haldia, Madhya Pradesh",,Log Data,,Server
2022-11-20 03:31:04,87.239.159.70,144.205.4.247,38515,4531,TCP,295,Data,FTP,"Exercitationem voluptate architecto incidunt. Sapiente dolor nihil iusto eligendi enim.
Assumenda excepturi sed. Commodi rerum voluptatem ipsum. Eum cupiditate architecto quae doloribus deleniti et.",,26.61,,DDoS,Known Pattern A,Logged,High,Ishaan Mane,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.4.1 (KHTML, like Gecko) Version/5.0.3 Safari/533.4.1",Segment B,"Sagar, Kerala",210.220.18.229,,,Firewall
2021-04-04 16:03:28,121.30.151.44,206.166.180.31,12973,34567,TCP,752,Control,DNS,Nihil distinctio saepe architecto. Corrupti error ex explicabo ratione maiores. Vero eaque quibusdam impedit.,IoC Detected,15.02,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Vivaan Walia,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_5; rv:1.9.3.20) Gecko/9265-03-27 16:16:04 Firefox/3.8,Segment A,"Patiala, Arunachal Pradesh",,Log Data,Alert Data,Server
2023-10-09 18:45:00,7.91.237.227,102.82.181.88,38310,12640,UDP,1094,Data,HTTP,"Hic odio omnis sed voluptatibus assumenda. Tenetur autem illo voluptas.
Ducimus possimus repudiandae harum praesentium nulla repellendus. Odit enim reiciendis ut molestias consequatur aspernatur.",IoC Detected,0.37,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Farhan Tandon,Opera/9.53.(Windows NT 10.0; fa-IR) Presto/2.9.173 Version/11.00,Segment B,"Hindupur, Uttarakhand",68.106.197.63,,Alert Data,Server
2020-04-06 03:02:05,123.176.173.63,86.38.112.163,48817,15737,ICMP,1008,Control,DNS,Ratione quam reprehenderit ullam iusto. Tempore alias aliquid ad adipisci tempora officia.,IoC Detected,28.12,Alert Triggered,DDoS,Known Pattern B,Logged,High,Prisha Dara,Mozilla/5.0 (Windows NT 6.0; kok-IN; rv:1.9.2.20) Gecko/4639-07-20 12:45:08 Firefox/9.0,Segment B,"Jaunpur, Maharashtra",,Log Data,,Server
2020-01-12 09:43:54,136.44.43.161,149.66.250.243,17938,20749,TCP,257,Control,FTP,Quaerat blanditiis dicta neque quibusdam. Deserunt atque inventore minus veritatis voluptatum assumenda. Quae explicabo alias esse.,IoC Detected,62.89,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Vardaniya Mahal,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; mt-MT) AppleWebKit/531.48.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.48.3",Segment C,"Kollam, Odisha",,Log Data,,Firewall
2021-08-11 00:20:28,46.121.29.54,71.249.228.203,27025,36600,UDP,1406,Control,DNS,"Maiores tempora reprehenderit exercitationem itaque. Minima sit placeat minus voluptate tempore.
Dolores rem harum fugiat dicta maiores. Animi earum vitae rem.",IoC Detected,55.16,,Malware,Known Pattern A,Ignored,Low,Yakshit Lall,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0 rv:2.0; doi-IN) AppleWebKit/532.26.3 (KHTML, like Gecko) Version/4.0 Safari/532.26.3",Segment B,"Coimbatore, Punjab",,Log Data,Alert Data,Firewall
2023-04-04 04:50:43,191.116.151.188,2.19.183.6,62206,17287,TCP,507,Control,HTTP,"Eligendi harum in occaecati. Soluta odio hic inventore error enim illum sit. Nihil libero labore.
Nobis quisquam officiis possimus. Perspiciatis aut sequi labore.",,53.92,,Intrusion,Known Pattern B,Blocked,Medium,Uthkarsh Comar,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0 rv:6.0; nn-NO) AppleWebKit/533.30.7 (KHTML, like Gecko) Version/5.0 Safari/533.30.7",Segment B,"Raebareli, Tamil Nadu",,Log Data,,Server
2021-11-17 04:14:26,217.228.133.247,193.210.163.233,25826,17049,UDP,1006,Data,FTP,Ut a ratione eum. Magnam atque unde illum deserunt. Labore velit veniam accusamus perspiciatis odio.,IoC Detected,42.74,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Samiha Dugal,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1; rv:1.9.3.20) Gecko/4176-05-06 09:43:32 Firefox/3.6.20,Segment C,"Malegaon, Manipur",133.86.242.123,,,Server
2020-06-20 08:05:35,194.36.147.101,39.32.51.65,62796,40842,UDP,420,Control,HTTP,Vitae cum earum doloremque eos quos nobis. Velit unde aperiam blanditiis voluptatum harum quos. Accusamus eaque expedita ducimus enim quidem.,,52.41,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Shanaya Johal,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.0),Segment B,"Fatehpur, Maharashtra",62.9.242.20,Log Data,,Server
2022-08-16 02:51:53,165.177.138.160,1.21.124.112,34047,56368,UDP,843,Data,DNS,Exercitationem autem asperiores quos pariatur quidem. Perspiciatis iste ipsam impedit. Numquam fugiat amet sequi consequatur.,IoC Detected,71.38,,Intrusion,Known Pattern B,Blocked,Low,Siya Kadakia,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_0 rv:5.0; sa-IN) AppleWebKit/534.23.4 (KHTML, like Gecko) Version/5.0.1 Safari/534.23.4",Segment B,"Baranagar, West Bengal",,,,Firewall
2023-07-28 04:15:06,17.221.71.113,223.231.146.24,64281,63355,TCP,632,Control,HTTP,"Odio pariatur molestiae libero dignissimos rem veritatis. Itaque itaque perferendis dignissimos autem. Repellendus a rem sapiente explicabo.
Id commodi repellendus facere. Deleniti facere aut quos.",IoC Detected,65.82,,DDoS,Known Pattern A,Blocked,Medium,Vanya Verma,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0; rv:1.9.2.20) Gecko/5724-07-16 04:19:33 Firefox/3.6.13,Segment C,"Pune, Himachal Pradesh",,Log Data,Alert Data,Server
